student_id,course,gender,region,highest_education,age_band,num_prev_attempts,studied_credits,disability,final_result
100366,CCC,F,Wales,HE Qualification,35-55,0,120,N,Distinction
100367,BBB,M,East Anglian Region,HE Qualification,0-35,0,120,Y,Distinction
100368,AAA,M,East Anglian Region,HE Qualification,0-35,0,90,N,Pass
100369,DDD,M,South Region,HE Qualification,0-35,3,150,N,Withdrawn
100370,BBB,F,London Region,No Formal quals,35-55,0,90,N,Withdrawn
100371,DDD,M,East Anglian Region,Lower Than A Level,0-35,0,60,N,Pass
100372,CCC,F,London Region,HE Qualification,35-55,1,90,Y,Withdrawn
100373,BBB,F,East Anglian Region,Post Graduate Qualification,0-35,0,120,N,Distinction
100374,EEE,M,South Region,A Level or Equivalent,35-55,0,150,N,Pass
100375,AAA,F,North Region,Lower Than A Level,0-35,0,60,N,Fail
100376,DDD,M,East Anglian Region,Post Graduate Qualification,55<=,3,60,N,Withdrawn
100377,DDD,M,Wales,Lower Than A Level,0-35,0,90,N,Pass
100378,BBB,F,South West Region,Lower Than A Level,0-35,0,120,N,Pass
100379,BBB,M,Wales,Lower Than A Level,35-55,1,90,N,Distinction
100380,AAA,M,London Region,A Level or Equivalent,0-35,0,60,N,Fail
100381,EEE,M,South West Region,A Level or Equivalent,0-35,0,120,N,Fail
100382,EEE,F,South Region,A Level or Equivalent,35-55,0,90,N,Pass
100383,BBB,M,South Region,No Formal quals,35-55,0,120,N,Pass
100384,AAA,M,Ireland,A Level or Equivalent,0-35,0,120,N,Distinction
100385,AAA,F,South Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
100386,AAA,M,Wales,No Formal quals,0-35,1,150,N,Fail
100387,EEE,F,Scotland,HE Qualification,0-35,0,60,Y,Withdrawn
100388,EEE,M,South West Region,Lower Than A Level,0-35,1,150,N,Pass
100389,AAA,F,London Region,Lower Than A Level,0-35,0,60,Y,Withdrawn
100390,DDD,F,London Region,A Level or Equivalent,0-35,0,120,N,Withdrawn
100391,AAA,M,Scotland,HE Qualification,0-35,0,60,N,Fail
100392,BBB,M,Scotland,A Level or Equivalent,35-55,0,60,N,Pass
100393,CCC,F,South West Region,Lower Than A Level,0-35,0,150,N,Fail
100394,DDD,F,Wales,HE Qualification,0-35,0,60,N,Distinction
100395,EEE,M,South Region,A Level or Equivalent,35-55,0,60,N,Pass
100396,AAA,F,Ireland,A Level or Equivalent,35-55,0,120,N,Distinction
100397,AAA,M,Scotland,HE Qualification,0-35,0,60,N,Distinction
100398,BBB,F,Ireland,HE Qualification,55<=,1,90,N,Fail
100399,BBB,F,Ireland,A Level or Equivalent,0-35,0,150,N,Pass
100400,EEE,F,London Region,A Level or Equivalent,0-35,0,60,N,Pass
100401,DDD,F,Wales,A Level or Equivalent,0-35,0,60,N,Pass
100402,BBB,M,Scotland,A Level or Equivalent,0-35,0,90,N,Withdrawn
100403,EEE,F,Scotland,A Level or Equivalent,35-55,0,90,N,Distinction
100404,CCC,F,North Region,HE Qualification,0-35,0,60,N,Fail
100405,CCC,F,Wales,A Level or Equivalent,35-55,0,90,N,Pass
100406,CCC,F,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
100407,AAA,F,South Region,Lower Than A Level,0-35,2,60,N,Withdrawn
100408,EEE,F,North Region,HE Qualification,0-35,0,60,N,Pass
100409,AAA,F,South Region,A Level or Equivalent,0-35,0,120,Y,Distinction
100410,AAA,F,South West Region,Lower Than A Level,35-55,3,60,N,Pass
100411,BBB,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Fail
100412,BBB,M,Scotland,Lower Than A Level,35-55,0,120,N,Pass
100413,AAA,M,Scotland,Post Graduate Qualification,35-55,0,60,N,Pass
100414,AAA,M,London Region,HE Qualification,0-35,1,120,Y,Withdrawn
100415,DDD,M,North Region,A Level or Equivalent,0-35,0,120,N,Distinction
100416,EEE,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
100417,AAA,M,London Region,HE Qualification,35-55,1,60,N,Pass
100418,BBB,F,South Region,A Level or Equivalent,0-35,0,60,N,Fail
100419,CCC,M,South West Region,Post Graduate Qualification,0-35,2,60,N,Withdrawn
100420,EEE,F,Wales,Lower Than A Level,35-55,3,60,N,Withdrawn
100421,DDD,M,London Region,Lower Than A Level,0-35,0,60,N,Withdrawn
100422,DDD,M,Scotland,A Level or Equivalent,0-35,0,60,N,Pass
100423,CCC,F,East Anglian Region,Lower Than A Level,0-35,0,120,Y,Pass
100424,CCC,F,North Region,A Level or Equivalent,0-35,0,60,N,Pass
100425,AAA,F,Scotland,HE Qualification,0-35,0,60,N,Distinction
100426,EEE,F,East Anglian Region,Lower Than A Level,35-55,0,60,N,Distinction
100427,EEE,F,Wales,A Level or Equivalent,35-55,1,60,N,Pass
100428,AAA,F,Ireland,HE Qualification,0-35,2,120,N,Withdrawn
100429,DDD,M,South Region,HE Qualification,35-55,0,90,N,Pass
100430,AAA,F,North Region,A Level or Equivalent,35-55,0,60,N,Distinction
100431,DDD,F,South Region,Lower Than A Level,35-55,1,90,N,Fail
100432,EEE,M,East Anglian Region,A Level or Equivalent,35-55,0,60,N,Distinction
100433,AAA,M,Wales,A Level or Equivalent,35-55,0,120,N,Fail
100434,CCC,F,North Region,HE Qualification,0-35,0,60,N,Distinction
100435,AAA,M,East Anglian Region,A Level or Equivalent,0-35,1,90,N,Distinction
100436,CCC,F,Scotland,Lower Than A Level,0-35,0,60,Y,Withdrawn
100437,EEE,M,South Region,HE Qualification,0-35,0,60,N,Fail
100438,AAA,M,Wales,A Level or Equivalent,55<=,0,90,N,Pass
100439,BBB,M,Scotland,Lower Than A Level,0-35,0,60,Y,Fail
100440,EEE,F,Scotland,A Level or Equivalent,0-35,0,90,N,Withdrawn
100441,BBB,M,Scotland,No Formal quals,35-55,0,90,Y,Fail
100442,AAA,F,Ireland,HE Qualification,35-55,0,60,N,Pass
100443,CCC,F,South Region,Lower Than A Level,0-35,1,150,N,Withdrawn
100444,CCC,M,North Region,HE Qualification,35-55,0,60,N,Withdrawn
100445,DDD,F,Wales,Lower Than A Level,0-35,1,120,N,Withdrawn
100446,BBB,M,London Region,A Level or Equivalent,0-35,0,60,N,Fail
100447,EEE,F,South Region,A Level or Equivalent,0-35,0,60,N,Pass
100448,CCC,M,Wales,Lower Than A Level,35-55,1,60,N,Pass
100449,BBB,M,Wales,Lower Than A Level,0-35,0,90,N,Pass
100450,EEE,F,East Anglian Region,No Formal quals,0-35,0,120,N,Withdrawn
100451,EEE,F,London Region,Lower Than A Level,35-55,0,90,N,Withdrawn
100452,CCC,F,South West Region,HE Qualification,35-55,0,60,N,Pass
100453,AAA,F,Scotland,A Level or Equivalent,0-35,0,60,N,Fail
100454,CCC,M,South Region,A Level or Equivalent,0-35,1,120,N,Withdrawn
100455,CCC,M,North Region,Lower Than A Level,35-55,1,120,N,Withdrawn
100456,AAA,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
100457,DDD,F,Scotland,Lower Than A Level,0-35,3,120,N,Pass
100458,EEE,M,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
100459,AAA,M,Scotland,Post Graduate Qualification,0-35,0,90,Y,Distinction
100460,DDD,M,Scotland,No Formal quals,35-55,0,90,N,Distinction
100461,AAA,M,Ireland,Lower Than A Level,0-35,1,60,N,Withdrawn
100462,DDD,M,Ireland,Lower Than A Level,35-55,0,60,N,Pass
100463,CCC,M,Scotland,Lower Than A Level,0-35,1,90,N,Distinction
100464,AAA,M,Ireland,Post Graduate Qualification,35-55,0,150,N,Distinction
100465,EEE,F,South West Region,Lower Than A Level,0-35,0,90,N,Withdrawn
100466,AAA,M,South West Region,Lower Than A Level,35-55,0,60,N,Distinction
100467,CCC,M,South Region,A Level or Equivalent,0-35,1,60,N,Fail
100468,AAA,F,Scotland,A Level or Equivalent,0-35,1,60,N,Withdrawn
100469,EEE,M,North Region,Lower Than A Level,0-35,0,90,N,Pass
100470,DDD,M,London Region,HE Qualification,0-35,0,60,N,Distinction
100471,EEE,M,London Region,Lower Than A Level,0-35,0,60,N,Pass
100472,CCC,M,Wales,Lower Than A Level,35-55,1,90,N,Withdrawn
100473,CCC,F,Scotland,Lower Than A Level,35-55,0,60,N,Pass
100474,DDD,M,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
100475,DDD,M,East Anglian Region,Post Graduate Qualification,0-35,0,90,N,Pass
100476,EEE,M,London Region,A Level or Equivalent,0-35,0,60,N,Pass
100477,AAA,M,South West Region,HE Qualification,35-55,0,60,N,Distinction
100478,DDD,F,Scotland,Lower Than A Level,0-35,3,60,N,Withdrawn
100479,AAA,M,Wales,HE Qualification,0-35,0,60,N,Pass
100480,BBB,F,Ireland,Post Graduate Qualification,0-35,0,120,N,Withdrawn
100481,EEE,F,East Anglian Region,A Level or Equivalent,0-35,0,90,Y,Distinction
100482,BBB,F,London Region,Post Graduate Qualification,0-35,0,60,N,Fail
100483,DDD,F,South Region,A Level or Equivalent,0-35,0,60,Y,Pass
100484,CCC,F,Scotland,HE Qualification,0-35,0,60,N,Pass
100485,BBB,F,London Region,Lower Than A Level,35-55,0,120,N,Pass
100486,BBB,F,South Region,A Level or Equivalent,0-35,0,90,N,Pass
100487,CCC,M,South West Region,A Level or Equivalent,0-35,0,90,N,Distinction
100488,DDD,M,South Region,Post Graduate Qualification,0-35,0,60,N,Withdrawn
100489,DDD,M,South Region,No Formal quals,35-55,1,120,N,Withdrawn
100490,EEE,F,Wales,A Level or Equivalent,35-55,0,120,N,Fail
100491,EEE,F,London Region,No Formal quals,0-35,0,60,N,Pass
100492,DDD,M,North Region,No Formal quals,35-55,1,60,N,Fail
100493,DDD,M,Ireland,A Level or Equivalent,0-35,1,60,N,Fail
100494,BBB,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Withdrawn
100495,CCC,F,Ireland,Lower Than A Level,35-55,0,60,N,Distinction
100496,AAA,F,North Region,Lower Than A Level,35-55,0,60,N,Pass
100497,BBB,F,Wales,Lower Than A Level,0-35,0,90,N,Pass
100498,EEE,M,South Region,Post Graduate Qualification,0-35,0,90,N,Pass
100499,CCC,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
100500,AAA,M,South Region,HE Qualification,0-35,0,60,N,Distinction
100501,DDD,F,South West Region,A Level or Equivalent,55<=,0,60,N,Distinction
100502,EEE,F,South Region,A Level or Equivalent,0-35,0,60,N,Distinction
100503,EEE,F,South Region,Lower Than A Level,55<=,1,120,N,Pass
100504,BBB,M,Scotland,A Level or Equivalent,0-35,0,90,N,Distinction
100505,CCC,M,Scotland,A Level or Equivalent,35-55,0,120,N,Distinction
100506,CCC,F,North Region,A Level or Equivalent,35-55,0,90,N,Distinction
100507,BBB,M,North Region,Lower Than A Level,35-55,0,120,N,Pass
100508,BBB,F,North Region,HE Qualification,0-35,0,60,N,Pass
100509,BBB,M,Ireland,Lower Than A Level,0-35,1,60,N,Withdrawn
100510,EEE,M,Wales,A Level or Equivalent,0-35,2,120,N,Withdrawn
100511,DDD,F,Ireland,A Level or Equivalent,0-35,0,90,N,Pass
100512,EEE,M,Ireland,Lower Than A Level,55<=,1,120,N,Pass
100513,EEE,M,East Anglian Region,HE Qualification,0-35,0,90,N,Withdrawn
100514,EEE,F,South West Region,Lower Than A Level,0-35,0,60,N,Fail
100515,AAA,M,London Region,No Formal quals,0-35,0,60,N,Fail
100516,EEE,M,Ireland,No Formal quals,0-35,0,60,N,Withdrawn
100517,AAA,F,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
100518,CCC,M,East Anglian Region,Lower Than A Level,0-35,0,120,N,Pass
100519,CCC,M,South Region,Lower Than A Level,35-55,1,120,N,Fail
100520,BBB,M,London Region,No Formal quals,0-35,1,90,N,Fail
100521,AAA,M,Ireland,A Level or Equivalent,35-55,2,60,N,Pass
100522,AAA,M,Scotland,Lower Than A Level,0-35,0,60,N,Pass
100523,EEE,F,South Region,A Level or Equivalent,0-35,3,60,N,Fail
100524,BBB,M,East Anglian Region,Lower Than A Level,35-55,1,150,N,Withdrawn
100525,BBB,M,London Region,A Level or Equivalent,35-55,0,90,N,Withdrawn
100526,EEE,M,Scotland,A Level or Equivalent,0-35,0,90,N,Pass
100527,AAA,M,East Anglian Region,Lower Than A Level,35-55,1,120,N,Fail
100528,EEE,F,East Anglian Region,HE Qualification,0-35,0,60,Y,Pass
100529,EEE,M,Scotland,Lower Than A Level,0-35,0,150,N,Pass
100530,CCC,M,North Region,A Level or Equivalent,55<=,3,90,N,Pass
100531,AAA,M,South West Region,A Level or Equivalent,35-55,0,60,N,Distinction
100532,AAA,M,South Region,Post Graduate Qualification,0-35,0,90,N,Withdrawn
100533,BBB,M,London Region,A Level or Equivalent,35-55,0,60,N,Pass
100534,CCC,F,South Region,No Formal quals,35-55,0,90,N,Withdrawn
100535,AAA,F,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
100536,CCC,M,Scotland,HE Qualification,0-35,0,60,N,Pass
100537,AAA,F,London Region,Lower Than A Level,0-35,0,90,N,Pass
100538,CCC,M,South Region,HE Qualification,0-35,0,60,Y,Fail
100539,AAA,M,London Region,Lower Than A Level,35-55,0,60,N,Pass
100540,DDD,F,South West Region,Post Graduate Qualification,0-35,0,120,Y,Pass
100541,AAA,F,Scotland,Post Graduate Qualification,0-35,0,60,N,Pass
100542,AAA,M,London Region,A Level or Equivalent,0-35,0,90,N,Pass
100543,AAA,F,South Region,A Level or Equivalent,0-35,0,90,N,Pass
100544,EEE,M,Wales,A Level or Equivalent,35-55,0,60,N,Pass
100545,AAA,F,Wales,Lower Than A Level,0-35,0,150,N,Pass
100546,CCC,F,South West Region,HE Qualification,0-35,2,60,N,Pass
100547,CCC,F,London Region,HE Qualification,0-35,0,60,N,Withdrawn
100548,CCC,F,London Region,A Level or Equivalent,35-55,0,60,N,Distinction
100549,DDD,F,London Region,Lower Than A Level,35-55,0,90,Y,Pass
100550,EEE,F,Scotland,No Formal quals,35-55,0,60,N,Pass
100551,BBB,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Distinction
100552,EEE,M,East Anglian Region,A Level or Equivalent,0-35,2,90,N,Pass
100553,BBB,M,South Region,Lower Than A Level,35-55,0,90,N,Pass
100554,EEE,M,East Anglian Region,Lower Than A Level,35-55,0,60,N,Pass
100555,CCC,F,East Anglian Region,Lower Than A Level,0-35,0,60,N,Fail
100556,DDD,M,South Region,A Level or Equivalent,35-55,0,60,N,Withdrawn
100557,EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Pass
100558,DDD,F,Scotland,A Level or Equivalent,0-35,0,90,N,Withdrawn
100559,EEE,M,London Region,HE Qualification,55<=,0,60,N,Withdrawn
100560,CCC,F,Scotland,HE Qualification,0-35,0,60,N,Distinction
100561,AAA,F,South West Region,Lower Than A Level,35-55,1,60,N,Withdrawn
100562,CCC,M,East Anglian Region,Lower Than A Level,0-35,0,90,N,Pass
100563,AAA,M,North Region,A Level or Equivalent,35-55,0,90,N,Pass
100564,EEE,M,South West Region,A Level or Equivalent,0-35,0,60,N,Fail
100565,BBB,M,Scotland,A Level or Equivalent,35-55,0,90,N,Pass
100566,BBB,M,Scotland,Lower Than A Level,35-55,0,90,N,Pass
100567,BBB,M,London Region,HE Qualification,0-35,0,60,N,Withdrawn
100568,DDD,M,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
100569,CCC,M,South West Region,A Level or Equivalent,0-35,1,60,N,Withdrawn
100570,EEE,F,South Region,Lower Than A Level,0-35,0,120,N,Distinction
100571,CCC,F,Wales,A Level or Equivalent,55<=,0,60,N,Distinction
100572,BBB,M,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
100573,AAA,F,Wales,HE Qualification,35-55,0,90,N,Distinction
100574,AAA,M,South Region,Lower Than A Level,0-35,0,90,N,Pass
100575,BBB,M,Ireland,A Level or Equivalent,0-35,0,120,Y,Distinction
100576,EEE,M,North Region,Lower Than A Level,55<=,0,60,N,Distinction
100577,CCC,M,North Region,HE Qualification,0-35,0,60,N,Distinction
100578,EEE,M,North Region,Lower Than A Level,0-35,0,90,N,Withdrawn
100579,AAA,M,Ireland,Lower Than A Level,0-35,0,90,N,Distinction
100580,AAA,M,Wales,HE Qualification,0-35,0,150,N,Pass
100581,EEE,M,East Anglian Region,Lower Than A Level,0-35,1,90,N,Distinction
100582,AAA,F,Ireland,Lower Than A Level,35-55,3,60,N,Pass
100583,AAA,F,Ireland,HE Qualification,0-35,0,60,N,Pass
100584,CCC,F,South West Region,HE Qualification,35-55,0,150,N,Fail
100585,EEE,F,Ireland,HE Qualification,35-55,0,90,N,Pass
100586,DDD,F,Ireland,Lower Than A Level,0-35,0,60,N,Distinction
100587,AAA,M,Ireland,A Level or Equivalent,0-35,0,60,N,Pass
100588,EEE,M,East Anglian Region,HE Qualification,0-35,1,90,N,Withdrawn
100589,EEE,M,South Region,Lower Than A Level,35-55,0,60,N,Pass
100590,EEE,M,London Region,HE Qualification,0-35,0,90,N,Pass
100591,EEE,F,South West Region,Lower Than A Level,0-35,0,90,N,Pass
100592,BBB,M,North Region,No Formal quals,0-35,0,60,N,Withdrawn
100593,EEE,F,South West Region,A Level or Equivalent,0-35,0,150,N,Withdrawn
100594,BBB,F,Ireland,A Level or Equivalent,35-55,0,120,N,Pass
100595,EEE,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
100596,CCC,F,South West Region,Lower Than A Level,0-35,0,60,N,Pass
100597,DDD,M,North Region,Lower Than A Level,0-35,0,120,N,Pass
100598,DDD,M,Scotland,HE Qualification,35-55,0,60,N,Fail
100599,DDD,M,Ireland,A Level or Equivalent,35-55,1,150,N,Distinction
100600,DDD,M,South West Region,A Level or Equivalent,0-35,0,60,N,Distinction
100601,DDD,F,South Region,Lower Than A Level,0-35,0,90,Y,Withdrawn
100602,DDD,M,Ireland,HE Qualification,35-55,1,90,N,Pass
100603,AAA,M,Scotland,A Level or Equivalent,0-35,0,60,N,Withdrawn
100604,EEE,M,South West Region,Lower Than A Level,0-35,0,90,N,Withdrawn
100605,CCC,M,Wales,No Formal quals,0-35,1,60,N,Withdrawn
100606,BBB,F,Wales,A Level or Equivalent,0-35,0,60,N,Distinction
100607,CCC,F,South Region,A Level or Equivalent,0-35,2,60,N,Withdrawn
100608,EEE,M,North Region,Post Graduate Qualification,0-35,0,60,Y,Pass
100609,EEE,F,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Distinction
100610,EEE,M,South West Region,No Formal quals,0-35,0,60,N,Withdrawn
100611,CCC,M,London Region,HE Qualification,0-35,0,60,N,Distinction
100612,DDD,F,London Region,A Level or Equivalent,0-35,0,60,N,Distinction
100613,BBB,M,East Anglian Region,Lower Than A Level,0-35,0,60,Y,Pass
100614,DDD,M,Scotland,Lower Than A Level,0-35,0,120,N,Withdrawn
100615,DDD,M,South West Region,A Level or Equivalent,35-55,0,60,N,Pass
100616,BBB,M,London Region,Lower Than A Level,55<=,0,90,N,Withdrawn
100617,BBB,F,North Region,Lower Than A Level,0-35,0,60,N,Withdrawn
100618,AAA,M,London Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
100619,AAA,M,East Anglian Region,HE Qualification,0-35,0,60,N,Distinction
100620,CCC,M,South West Region,Lower Than A Level,35-55,0,60,N,Withdrawn
100621,CCC,F,South Region,HE Qualification,0-35,0,90,N,Pass
100622,AAA,F,North Region,No Formal quals,0-35,0,90,N,Pass
100623,CCC,F,South West Region,HE Qualification,35-55,2,60,N,Fail
100624,DDD,F,London Region,HE Qualification,0-35,1,60,N,Pass
100625,BBB,F,Ireland,HE Qualification,0-35,0,120,N,Pass
100626,BBB,F,Ireland,Lower Than A Level,0-35,0,60,N,Withdrawn
100627,BBB,F,South Region,A Level or Equivalent,35-55,1,120,N,Fail
100628,CCC,M,South Region,No Formal quals,35-55,0,90,N,Withdrawn
100629,BBB,M,East Anglian Region,A Level or Equivalent,0-35,0,60,N,Withdrawn
100630,DDD,M,London Region,HE Qualification,35-55,0,60,N,Pass
100631,BBB,M,Wales,Post Graduate Qualification,0-35,0,60,N,Pass
100632,CCC,M,London Region,Lower Than A Level,0-35,1,90,N,Withdrawn
100633,BBB,F,Wales,Lower Than A Level,35-55,0,150,N,Pass
100634,AAA,F,North Region,A Level or Equivalent,35-55,0,60,Y,Distinction
100635,DDD,M,East Anglian Region,Lower Than A Level,35-55,0,120,N,Pass
100636,BBB,M,Ireland,A Level or Equivalent,35-55,0,60,N,Withdrawn
100637,BBB,M,Scotland,HE Qualification,0-35,0,60,N,Withdrawn
100638,DDD,F,East Anglian Region,A Level or Equivalent,0-35,1,90,N,Pass
100639,EEE,M,Wales,Lower Than A Level,0-35,0,150,N,Pass
100640,DDD,M,Ireland,HE Qualification,0-35,0,60,N,Pass
100641,EEE,M,South Region,Lower Than A Level,0-35,0,120,N,Withdrawn
100642,EEE,F,South Region,No Formal quals,0-35,0,60,N,Pass
100643,CCC,M,Scotland,Lower Than A Level,0-35,0,120,N,Withdrawn
100644,DDD,F,East Anglian Region,HE Qualification,35-55,0,120,N,Pass
100645,BBB,F,South West Region,A Level or Equivalent,0-35,0,90,N,Distinction
100646,CCC,M,North Region,A Level or Equivalent,0-35,1,90,N,Pass
100647,CCC,F,London Region,A Level or Equivalent,35-55,0,90,N,Pass
100648,EEE,F,Wales,Lower Than A Level,0-35,0,150,N,Withdrawn
100649,EEE,F,Wales,A Level or Equivalent,0-35,1,90,N,Distinction
100650,CCC,M,North Region,HE Qualification,0-35,1,60,N,Withdrawn
100651,DDD,F,South Region,HE Qualification,35-55,0,120,Y,Withdrawn
100652,BBB,F,South West Region,Lower Than A Level,35-55,0,90,N,Pass
100653,EEE,M,South West Region,HE Qualification,0-35,1,90,N,Fail
100654,CCC,M,East Anglian Region,HE Qualification,0-35,0,90,N,Distinction
100655,CCC,F,Wales,HE Qualification,0-35,0,60,N,Pass
100656,DDD,F,North Region,A Level or Equivalent,0-35,0,60,N,Distinction
100657,DDD,F,Scotland,Lower Than A Level,35-55,0,60,N,Distinction
100658,AAA,F,London Region,No Formal quals,35-55,0,120,N,Distinction
100659,BBB,M,South Region,A Level or Equivalent,35-55,1,90,N,Fail
100660,AAA,M,Scotland,A Level or Equivalent,55<=,0,120,N,Withdrawn
100661,DDD,F,Scotland,HE Qualification,0-35,2,60,N,Withdrawn
100662,AAA,M,London Region,Lower Than A Level,35-55,0,150,N,Pass
100663,BBB,M,Ireland,HE Qualification,35-55,0,60,N,Distinction
100664,CCC,F,North Region,Lower Than A Level,0-35,0,60,N,Fail
100665,DDD,M,Wales,HE Qualification,35-55,0,150,N,Pass
100666,CCC,M,Scotland,Post Graduate Qualification,35-55,0,90,N,Distinction
100667,EEE,M,Scotland,Post Graduate Qualification,55<=,0,120,N,Fail
100668,EEE,M,South West Region,No Formal quals,0-35,0,90,N,Pass
